Code,Company,Price,Change,Volume,Value,Captilisation
EMG,Smartshares Emerging Markets Equities ESG ETF,$2.133,$0.010 / 0.47%,"2,754","$5,913.99","$36,714,638"
ENS,Enprise Group Limited,$1.000,$0.000 / 0.00%,"0","$0.00","$17,368,361"
ERD,EROAD Limited,$0.910,$0.010 / 1.11%,"136,981","$126,166.73","$102,491,855"
ESG,Smartshares Global Equities ESG ETF,$2.472,-$0.006 / -0.24%,"5,417","$13,307.55","$144,439,494"
EUF,Smartshares Europe ETF,$1.850,$0.015 / 0.82%,"27,488","$50,830.75","$192,448,167"
EUG,Smartshares Europe Equities ESG ETF,$2.707,$0.005 / 0.19%,"7,409","$20,101.85","$37,960,047"
EVO,Embark Education Limited,$0.550,$0.000 / 0.00%,"2","$1.12","$87,752,216"
FPH,Fisher & Paykel Healthcare Corporation Limited,$23.380,$0.050 / 0.21%,"277,821","$6,524,969.60","$13,541,296,740"
FBU,Fletcher Building Limited,$4.890,$0.070 / 1.45%,"277,993","$1,351,221.73","$3,829,083,184"
FNZ,Smartshares NZ Top 50 ETF,$3.034,-$0.009 / -0.30%,"52,335","$158,942.17","$655,465,912"
FRE,Freightways Limited,$9.520,-$0.060 / -0.63%,"54,900","$522,865.78","$1,689,146,528"
FSF,Fonterra Shareholders' Fund (NS),$3.280,-$0.030 / -0.91%,"1,411","$4,664.00","$352,308,028"
GBF,Smartshares Global Bond ETF,$3.033,$0.010 / 0.33%,"25,534","$77,422.95","$282,462,131"
GEO,Geo Limited,$0.050,$0.001 / 2.04%,"40,161","$2,007.78","$9,156,282"
GFI,Greenfern Industries Limited,$0.105,-$0.004 / -3.67%,"24,645","$2,642.43","$11,356,418"
GFL,Geneva Finance Limited,$0.430,$0.000 / 0.00%,"49","$21.32","$31,362,168"
GNE,Genesis Energy Limited (NS),$2.605,-$0.020 / -0.76%,"227,465","$597,614.90","$2,754,407,881"
FWL,Foley Wines Limited,$1.350,-$0.010 / -0.74%,"2,066","$2,789.10","$88,743,800"
GTK,Gentrack Group Limited,$2.440,$0.000 / 0.00%,"12,199","$29,804.63","$246,998,875"
THL,Tourism Holdings Limited,$3.640,$0.040 / 1.11%,"31,746","$114,651.31","$779,009,056"
NTL,New Talisman Gold Mines Limited,$0.003,$0.001 / 50.00%,"222,530","$645.06","$9,594,216"
HGH,Heartland Group Holdings Limited,$1.810,$0.000 / 0.00%,"196,077","$355,313.17","$1,276,631,712"
HLG,Hallenstein Glasson Holdings Limited,$5.350,-$0.030 / -0.56%,"10,739","$57,488.72","$319,122,476"
IFT,Infratil Limited,$8.650,$0.000 / 0.00%,"346,923","$3,001,449.86","$6,262,457,984"
IKE,ikeGPS Group Limited,$0.920,-$0.020 / -2.13%,"305,029","$280,607.23","$146,953,205"
IPL,Investore Property Limited (NS),$1.510,$0.000 / 0.00%,"47,713","$71,695.31","$554,928,979"
JPN,Smartshares Japan Equities ESG ETF,$1.917,-$0.001 / -0.05%,"15,571","$29,855.47","$23,137,883"
JLG,Just Life Group Limited,$0.400,$0.000 / 0.00%,"30","$12.00","$39,454,242"
KFL,Kingfish Limited,$1.400,$0.010 / 0.72%,"20,953","$29,297.23","$458,802,869"
CDI,CDL Investments New Zealand Limited,$0.710,$0.000 / 0.00%,"2","$1.44","$205,053,465"
KMD,KMD Brands Limited,$1.030,$0.000 / 0.00%,"1,052,338","$1,075,956.95","$732,688,154"
KPG,Kiwi Property Group Limited,$0.930,$0.025 / 2.76%,"448,674","$413,119.63","$1,461,189,540"
SNC,Southern Charter Financial Group Limited,$0.006,$0.000 / 0.00%,"0","$0.00","$3,089,367"
LIC,Livestock Improvement Corporation Limited (NS),$1.250,$0.000 / 0.00%,"0","$0.00","$172,206,936"
LIV,Smartshares Healthcare Innovation ETF,$2.729,-$0.043 / -1.55%,"18,483","$50,527.39","$27,562,027"
PYS,PaySauce Limited,$0.295,$0.005 / 1.72%,"1,707","$503.58","$40,962,834"
MCK,Millennium & Copthorne Hotels New Zealand Limited,$1.860,-$0.040 / -2.11%,"967","$1,817.85","$196,190,462"
MCKPA,Millennium & Copthorne Hotels New Zealand Limited,$1.710,-$0.490 / -22.27%,"755","$1,291.05","$90,184,619"
MDZ,Smartshares NZ Mid Cap ETF,$5.540,$0.025 / 0.45%,"24,023","$132,478.88","$168,087,334"
MEL,Meridian Energy Limited (NS),$5.380,$0.060 / 1.13%,"2,031,120","$10,869,740.10","$13,886,685,583"
MFB,My Food Bag Group Limited,$0.390,-$0.010 / -2.50%,"141,502","$55,124.58","$94,550,634"
MFT,Mainfreight Limited,$66.500,$0.260 / 0.39%,"27,481","$1,833,511.22","$6,696,453,442"
MLN,Marlin Global Limited,$0.960,$0.020 / 2.13%,"59,161","$58,065.91","$195,456,735"
MLNWF,Marlin Global Limited,$0.030,$0.010 / 50.00%,"105,813","$2,903.45","$1,515,081"
SVR,Savor Limited,$0.400,$0.000 / 0.00%,"1,245","$498.00","$26,713,979"
MOV,Move Logistics Group Limited,$1.110,$0.000 / 0.00%,"9,744","$10,813.29","$129,187,493"
MPG,Metro Performance Glass Limited,$0.185,$0.002 / 1.09%,"99,472","$18,402.29","$34,294,946"
MCY,Mercury NZ Limited (NS),$5.650,$0.000 / 0.00%,"360,134","$2,027,753.37","$7,830,944,985"
MWE,Marlborough Wine Estates Group Limited,$0.160,$0.002 / 1.27%,"1,781","$284.45","$47,512,658"
GEN,General Capital Limited,$0.067,$0.000 / 0.00%,"22,836","$1,529.99","$14,248,052"
MZY,Smartshares Australian Mid Cap ETF,$9.301,-$0.027 / -0.29%,"3,409","$31,832.34","$162,137,580"
APL,Asset Plus Limited,$0.235,$0.005 / 2.17%,"1,851","$428.64","$85,238,683"
NGB,Smartshares S&P/NZX NZ Government Bond ETF,$2.162,$0.002 / 0.09%,"999","$2,153.66","$270,469,285"
NPF,Smartshares NZ Property ETF,$1.153,$0.005 / 0.44%,"80,012","$92,173.03","$138,805,920"
NPH,Napier Port Holdings Limited,$2.830,-$0.020 / -0.70%,"3,101","$8,777.65","$565,880,812"
MMH,Marsden Maritime Holdings Limited,$5.600,$0.040 / 0.72%,"1,710","$9,597.11","$231,283,646"
NWF,NZ Windfarms Limited,$0.146,$0.001 / 0.69%,"112,154","$16,561.70","$42,057,283"
NZA,NZ Automotive Investments Limited,$0.315,-$0.010 / -3.08%,"549","$172.96","$14,349,668"
NZB,Smartshares NZ Bond ETF,$2.854,$0.001 / 0.04%,"8,712","$24,875.23","$331,883,318"
NZC,Smartshares NZ Cash ETF,$2.978,-$0.002 / -0.07%,"1,732,535","$5,162,954.25","$369,967,994"
BGI,Blackwell Global Holdings Limited,$0.004,$0.000 / 0.00%,"1,806","$7.22","$2,695,036"
NZG,Smartshares S&P/NZX 50 ETF,$2.442,$0.009 / 0.37%,"17,748","$43,156.43","$525,518,014"
NZK,New Zealand King Salmon Investments Limited,$0.215,$0.005 / 2.38%,"108,476","$22,590.53","$116,412,763"
NZL,New Zealand Rural Land Company Limited (NS),$1.050,-$0.010 / -0.94%,"27,026","$28,447.56","$121,381,649"
NZM,NZME Limited,$1.150,$0.000 / 0.00%,"25,090","$28,853.61","$211,500,656"
NZO,New Zealand Oil & Gas Limited,$0.415,-$0.010 / -2.35%,"100,586","$41,743.12","$92,939,598"
CHI,Channel Infrastructure NZ Limited,$1.440,$0.000 / 0.00%,"87,410","$125,345.17","$539,507,242"
NZX,NZX Limited,$1.210,-$0.010 / -0.82%,"52,460","$63,651.48","$380,798,326"
OCA,Oceania Healthcare Limited,$0.800,$0.010 / 1.27%,"253,830","$200,443.89","$576,444,148"
OZY,Smartshares Australian Top 20 ETF,$4.390,-$0.020 / -0.45%,"16,940","$74,431.73","$167,615,762"
PEB,Pacific Edge Limited,$0.530,$0.040 / 8.16%,"151,037","$74,484.42","$429,493,566"
PFI,Property for Industry Limited,$2.275,$0.015 / 0.66%,"27,450","$62,343.61","$1,142,164,942"
PLP,Private Land and Property Fund,$1.290,-$0.020 / -1.53%,"28","$36.62","$123,827,875"
POT,Port of Tauranga Limited,$6.240,$0.020 / 0.32%,"84,452","$524,514.24","$4,245,470,686"
PPH,Pushpay Holdings Limited,$1.290,$0.000 / 0.00%,"1,697,970","$2,190,713.12","$1,472,890,420"
PHL,Promisia Healthcare Limited,$0.001,$0.000 / 0.00%,"0","$0.00","$21,284,975"
RAD,Radius Residential Care Limited,$0.280,$0.000 / 0.00%,"253","$71.17","$79,732,658"
RAK,Rakon Limited,$1.020,$0.000 / 0.00%,"51,551","$52,653.03","$233,636,377"
ARB,ArborGen Holdings Limited,$0.230,$0.010 / 4.55%,"67,505","$15,259.69","$115,637,579"
RBD,Restaurant Brands New Zealand Limited,$5.550,-$0.020 / -0.36%,"9,097","$50,749.93","$692,409,803"
PGW,PGG Wrightson Limited,$4.660,$0.060 / 1.30%,"22,626","$105,443.97","$351,755,827"
MEE,Me Today Limited,$0.010,$0.000 / 0.00%,"0","$0.00","$12,780,133"
RUA,Rua Bioscience Limited,$0.200,$0.000 / 0.00%,"24,883","$4,949.54","$31,603,853"
RYM,Ryman Healthcare Limited,$5.510,-$0.080 / -1.43%,"756,521","$4,215,729.01","$2,780,738,632"
GSH,Good Spirits Hospitality Limited,$0.030,$0.000 / 0.00%,"328","$10.17","$1,732,034"
SAN,Sanford Limited (NS),$4.180,$0.030 / 0.72%,"5,061","$21,156.69","$390,855,653"
SCL,Scales Corporation Limited,$3.950,-$0.030 / -0.75%,"78,496","$307,293.10","$563,751,379"
SCT,Scott Technology Limited,$2.550,$0.000 / 0.00%,"830","$2,116.33","$205,234,932"
SCY,Smiths City Group Limited (in receivership),$0.140,$0.000 / 0.00%,"0","$0.00","$7,376,341"
SDL,Solution Dynamics Limited,$2.270,$0.000 / 0.00%,"49","$112.28","$33,413,969"
SEK,Seeka Limited,$3.010,-$0.090 / -2.90%,"13,695","$41,438.85","$126,384,729"
SKC,SkyCity Entertainment Group Limited (NS),$2.560,$0.040 / 1.59%,"186,620","$473,056.23","$1,946,125,335"
SKO,Serko Limited,$2.290,$0.000 / 0.00%,"13,254","$30,426.29","$275,814,523"
SKT,Sky Network Television Limited,$2.330,-$0.020 / -0.85%,"60,241","$140,786.62","$339,185,535"
SKL,Skellerup Holdings Limited,$5.340,$0.040 / 0.75%,"32,437","$172,846.21","$1,047,022,248"
SML,Synlait Milk Limited (NS),$3.570,-$0.070 / -1.92%,"72,739","$259,516.70","$780,336,530"
TSK,TASK Group Holdings Limited,$0.370,$0.000 / 0.00%,"17,798","$6,503.93","$131,286,703"
WCO,WasteCo Group Limited,$0.082,$0.001 / 1.23%,"47,656","$3,905.86","$56,416,000"
SPG,Stride Property Ltd & Stride Investment Management Ltd (NS),$1.430,-$0.020 / -1.38%,"20,613","$29,530.26","$772,673,244"
SPN,South Port New Zealand Limited,$7.870,$0.000 / 0.00%,"6","$48.06","$206,468,647"
SUM,Summerset Group Holdings Limited,$9.220,-$0.050 / -0.54%,"52,271","$483,236.42","$2,140,117,763"
STU,Steel & Tube Holdings Limited,$1.270,-$0.030 / -2.31%,"76,736","$98,247.72","$211,902,885"
TAH,Third Age Health Services Limited,$1.650,$0.000 / 0.00%,"20","$32.85","$16,506,846"
SPK,Spark New Zealand Limited,$5.300,-$0.020 / -0.38%,"2,353,992","$12,507,707.97","$9,927,769,280"
TNZ,Smartshares NZ Top 10 ETF,$1.915,$0.012 / 0.63%,"64,141","$122,293.19","$140,046,962"
MNW,Manawa Energy Limited,$4.980,-$0.050 / -0.99%,"31,308","$156,776.86","$1,558,605,540"
TRU,TruScreen Group Limited,$0.036,-$0.002 / -5.26%,"162,352","$5,922.77","$13,063,185"
VTL,Vital Limited,$0.295,$0.000 / 0.00%,"0","$0.00","$12,256,754"
TGG,T&G Global Limited,$2.360,-$0.010 / -0.42%,"1,239","$2,923.57","$289,201,961"
TWF,Smartshares Total World ETF,$2.777,$0.028 / 1.02%,"18,656","$51,630.12","$257,578,436"
TWH,Smartshares Total World (NZD Hedged) ETF,$2.822,$0.007 / 0.25%,"7,681","$21,845.97","$55,804,737"
TWL,Trade Window Holdings Limited,$0.520,$0.020 / 4.00%,"14,797","$7,576.48","$52,418,444"
TWR,Tower Limited,$0.735,$0.000 / 0.00%,"102,714","$75,082.91","$278,920,730"
USA,Smartshares US Equities ESG ETF,$2.795,$0.018 / 0.65%,"4,883","$13,665.26","$46,024,611"
USF,Smartshares US 500 ETF,$11.010,-$0.066 / -0.60%,"62,385","$689,025.72","$462,001,554"
USG,Smartshares US Large Growth ETF,$6.450,$0.048 / 0.75%,"8,679","$56,019.85","$178,238,436"
USM,Smartshares US Mid Cap ETF,$6.409,$0.025 / 0.39%,"890","$5,703.09","$86,987,723"
USS,Smartshares US Small Cap ETF,$5.727,$0.006 / 0.10%,"10,322","$59,250.30","$75,216,763"
USV,Smartshares US Large Value ETF,$4.442,-$0.021 / -0.47%,"2,655","$11,801.28","$86,100,068"
VCT,Vector Limited (NS),$4.170,-$0.060 / -1.42%,"63,639","$268,661.65","$4,170,000,000"
VGL,Vista Group International Limited,$1.560,$0.050 / 3.31%,"31,388","$48,144.47","$363,779,665"
AFC,AFC Group Holdings Limited,$0.001,$0.000 / 0.00%,"0","$0.00","$3,664,216"
TRA,Turners Automotive Group Limited,$3.280,-$0.020 / -0.61%,"25,617","$84,453.75","$284,376,810"
AOF,AoFrio Limited,$0.107,-$0.001 / -0.93%,"50,534","$5,412.94","$46,208,272"
WHS,The Warehouse Group Limited,$2.640,-$0.020 / -0.75%,"92,724","$246,097.47","$915,665,837"
WIN,Winton Land Limited (NS),$1.630,-$0.020 / -1.21%,"3,239","$5,279.57","$483,480,390"
