Code,Company,Price,Change,Volume,Value,Captilisation
GEO,Geo Limited,$0.049,-$0.001 / -2.00%,"2,034","$99.66","$8,973,157"
GFI,Greenfern Industries Limited,$0.103,-$0.002 / -1.90%,"16,334","$1,691.44","$11,140,105"
GFL,Geneva Finance Limited,$0.430,$0.000 / 0.00%,"1","$0.44","$31,362,168"
GNE,Genesis Energy Limited (NS),$2.620,$0.015 / 0.58%,"151,533","$398,476.83","$2,770,268,195"
FWL,Foley Wines Limited,$1.330,-$0.020 / -1.48%,"630","$840.65","$87,429,077"
GTK,Gentrack Group Limited,$2.440,$0.000 / 0.00%,"15,899","$38,889.62","$246,998,875"
THL,Tourism Holdings Limited,$3.670,$0.030 / 0.82%,"60,431","$220,484.28","$785,429,461"
NTL,New Talisman Gold Mines Limited,$0.003,$0.000 / 0.00%,"752,721","$2,258.15","$9,594,216"
HGH,Heartland Group Holdings Limited,$1.810,$0.000 / 0.00%,"148,730","$270,737.69","$1,276,631,712"
HLG,Hallenstein Glasson Holdings Limited,$5.350,$0.000 / 0.00%,"17,818","$95,327.98","$319,122,476"
IFT,Infratil Limited,$8.620,-$0.030 / -0.35%,"121,454","$1,047,688.31","$6,240,738,477"
IKE,ikeGPS Group Limited,$0.910,-$0.010 / -1.09%,"320,733","$298,187.89","$145,355,888"
IPL,Investore Property Limited (NS),$1.540,$0.030 / 1.99%,"166,237","$252,613.44","$565,954,058"
JPN,Smartshares Japan Equities ESG ETF,$1.931,$0.014 / 0.73%,"469","$904.20","$23,306,861"
JLG,Just Life Group Limited,$0.400,$0.000 / 0.00%,"1","$0.40","$39,454,242"
KFL,Kingfish Limited,$1.400,$0.000 / 0.00%,"85,695","$119,763.09","$458,802,869"
CDI,CDL Investments New Zealand Limited,$0.710,$0.000 / 0.00%,"14,629","$10,383.46","$205,053,465"
KMD,KMD Brands Limited,$1.020,-$0.010 / -0.97%,"131,767","$134,624.14","$725,574,676"
KPG,Kiwi Property Group Limited,$0.925,-$0.005 / -0.54%,"566,974","$525,450.54","$1,453,333,682"
SNC,Southern Charter Financial Group Limited,$0.006,$0.000 / 0.00%,"0","$0.00","$3,089,367"
LIC,Livestock Improvement Corporation Limited (NS),$1.250,$0.000 / 0.00%,"0","$0.00","$172,206,936"
LIV,Smartshares Healthcare Innovation ETF,$2.764,$0.035 / 1.28%,"10,215","$28,287.53","$27,915,516"
PYS,PaySauce Limited,$0.290,-$0.005 / -1.69%,"2,192","$635.68","$40,268,548"
MCK,Millennium & Copthorne Hotels New Zealand Limited,$1.850,-$0.010 / -0.54%,"312","$579.98","$195,135,675"
MCKPA,Millennium & Copthorne Hotels New Zealand Limited,$1.710,$0.000 / 0.00%,"0","$0.00","$90,184,619"
MDZ,Smartshares NZ Mid Cap ETF,$5.537,-$0.003 / -0.05%,"3,858","$21,361.85","$167,996,312"
MEL,Meridian Energy Limited (NS),$5.270,-$0.110 / -2.04%,"737,785","$3,897,608.93","$13,602,757,067"
MFB,My Food Bag Group Limited,$0.400,$0.010 / 2.56%,"6,218,594","$2,455,575.37","$96,975,010"
MFT,Mainfreight Limited,$67.450,$0.950 / 1.43%,"16,372","$1,102,929.64","$6,792,117,063"
MLN,Marlin Global Limited,$0.940,-$0.020 / -2.08%,"45,691","$43,208.54","$191,384,720"
MLNWF,Marlin Global Limited,$0.030,$0.000 / 0.00%,"0","$0.00","$1,515,081"
SVR,Savor Limited,$0.395,-$0.005 / -1.25%,"379","$149.70","$26,380,054"
MOV,Move Logistics Group Limited,$1.070,-$0.040 / -3.60%,"12,819","$13,595.65","$124,532,088"
MPG,Metro Performance Glass Limited,$0.185,$0.000 / 0.00%,"8,952","$1,656.04","$34,294,946"
MCY,Mercury NZ Limited (NS),$5.640,-$0.010 / -0.18%,"208,062","$1,173,544.71","$7,817,084,906"
MWE,Marlborough Wine Estates Group Limited,$0.157,-$0.003 / -1.88%,"4,029","$632.51","$46,621,796"
GEN,General Capital Limited,$0.067,$0.000 / 0.00%,"3,294","$217.93","$14,248,052"
MZY,Smartshares Australian Mid Cap ETF,$9.419,$0.118 / 1.27%,"12,040","$113,350.26","$164,194,589"
APL,Asset Plus Limited,$0.235,$0.000 / 0.00%,"105","$25.16","$85,238,683"
NGB,Smartshares S&P/NZX NZ Government Bond ETF,$2.157,-$0.005 / -0.23%,"1,875","$4,045.60","$269,843,778"
NPF,Smartshares NZ Property ETF,$1.151,-$0.002 / -0.17%,"73,903","$85,322.08","$138,421,272"
NPH,Napier Port Holdings Limited,$2.890,$0.060 / 2.12%,"6,126","$17,684.50","$577,878,285"
MMH,Marsden Maritime Holdings Limited,$5.700,$0.100 / 1.79%,"2,009","$11,451.30","$235,413,711"
NWF,NZ Windfarms Limited,$0.145,-$0.001 / -0.68%,"242,481","$35,203.24","$41,769,220"
NZA,NZ Automotive Investments Limited,$0.320,$0.005 / 1.59%,"163","$52.16","$14,577,440"
NZB,Smartshares NZ Bond ETF,$2.860,$0.006 / 0.21%,"26,664","$76,216.86","$332,152,040"
NZC,Smartshares NZ Cash ETF,$2.982,$0.004 / 0.13%,"6,785","$20,220.14","$369,868,529"
BGI,Blackwell Global Holdings Limited,$0.004,$0.000 / 0.00%,"14,180","$56.72","$2,695,036"
NZG,Smartshares S&P/NZX 50 ETF,$2.421,-$0.021 / -0.86%,"37,068","$90,199.26","$520,998,817"
NZK,New Zealand King Salmon Investments Limited,$0.215,$0.000 / 0.00%,"23,737","$5,104.94","$116,412,763"
NZL,New Zealand Rural Land Company Limited (NS),$1.060,$0.010 / 0.95%,"16,380","$17,356.68","$122,537,664"
NZM,NZME Limited,$1.140,-$0.010 / -0.87%,"19,829","$22,798.94","$209,661,520"
NZO,New Zealand Oil & Gas Limited,$0.415,$0.000 / 0.00%,"30","$12.60","$92,939,598"
CHI,Channel Infrastructure NZ Limited,$1.440,$0.000 / 0.00%,"112,747","$162,348.02","$539,507,242"
NZX,NZX Limited,$1.220,$0.010 / 0.83%,"34,948","$42,437.13","$383,945,419"
OCA,Oceania Healthcare Limited,$0.800,$0.000 / 0.00%,"493,911","$394,577.55","$576,444,148"
OZY,Smartshares Australian Top 20 ETF,$4.441,$0.051 / 1.16%,"7,185","$31,707.02","$169,563,007"
PEB,Pacific Edge Limited,$0.520,-$0.010 / -1.89%,"262,425","$137,863.90","$421,389,913"
PFI,Property for Industry Limited,$2.290,$0.015 / 0.66%,"147,513","$337,821.90","$1,149,695,700"
PLP,Private Land and Property Fund,$1.290,$0.000 / 0.00%,"50","$65.50","$123,827,875"
POT,Port of Tauranga Limited,$6.280,$0.040 / 0.64%,"78,755","$494,614.61","$4,272,685,242"
PPH,Pushpay Holdings Limited,$1.290,$0.000 / 0.00%,"777,148","$1,002,607.46","$1,472,890,420"
PHL,Promisia Healthcare Limited,$0.001,$0.000 / 0.00%,"2,000,000","$2,000.00","$21,284,975"
RAD,Radius Residential Care Limited,$0.295,$0.015 / 5.36%,"28,081","$8,189.84","$84,004,050"
RAK,Rakon Limited,$1.060,$0.040 / 3.92%,"39,172","$40,795.34","$242,798,588"
ARB,ArborGen Holdings Limited,$0.230,$0.000 / 0.00%,"9","$2.03","$115,637,579"
RBD,Restaurant Brands New Zealand Limited,$5.570,$0.020 / 0.36%,"13,230","$73,984.04","$694,904,973"
PGW,PGG Wrightson Limited,$4.650,-$0.010 / -0.21%,"10,264","$47,339.81","$351,000,986"
MEE,Me Today Limited,$0.009,-$0.001 / -10.00%,"311,500","$2,803.50","$11,502,120"
RUA,Rua Bioscience Limited,$0.200,$0.000 / 0.00%,"12,122","$2,424.66","$31,603,853"
RYM,Ryman Healthcare Limited,$5.480,-$0.030 / -0.54%,"820,704","$4,517,699.80","$2,765,598,494"
GSH,Good Spirits Hospitality Limited,$0.030,$0.000 / 0.00%,"1,296","$38.88","$1,732,034"
SAN,Sanford Limited (NS),$4.220,$0.040 / 0.96%,"2,433","$10,185.18","$394,595,898"
SCL,Scales Corporation Limited,$3.850,-$0.100 / -2.53%,"13,335","$52,349.85","$549,479,192"
SCT,Scott Technology Limited,$2.500,-$0.050 / -1.96%,"11,457","$28,677.78","$201,210,718"
SCY,Smiths City Group Limited (in receivership),$0.140,$0.000 / 0.00%,"0","$0.00","$7,376,341"
SDL,Solution Dynamics Limited,$2.270,$0.000 / 0.00%,"87","$199.08","$33,413,969"
SEK,Seeka Limited,$3.060,$0.050 / 1.66%,"3,864","$11,784.61","$128,484,143"
SKC,SkyCity Entertainment Group Limited (NS),$2.610,$0.050 / 1.95%,"184,160","$475,877.51","$1,984,135,595"
SKO,Serko Limited,$2.270,-$0.020 / -0.87%,"21,052","$48,049.85","$273,405,662"
SKT,Sky Network Television Limited,$2.330,$0.000 / 0.00%,"22,603","$52,469.50","$339,185,535"
SKL,Skellerup Holdings Limited,$5.320,-$0.020 / -0.37%,"31,588","$168,611.76","$1,043,100,816"
SML,Synlait Milk Limited (NS),$3.550,-$0.020 / -0.56%,"42,780","$151,262.83","$775,964,897"
TSK,TASK Group Holdings Limited,$0.360,-$0.010 / -2.70%,"16,115","$5,841.82","$127,738,414"
WCO,WasteCo Group Limited,$0.085,$0.003 / 3.66%,"346,368","$29,441.39","$58,480,000"
SPG,Stride Property Ltd & Stride Investment Management Ltd (NS),$1.400,-$0.030 / -2.10%,"340,929","$477,787.77","$756,463,316"
SPN,South Port New Zealand Limited,$8.210,$0.340 / 4.32%,"327","$2,677.18","$215,388,513"
SUM,Summerset Group Holdings Limited,$9.130,-$0.090 / -0.98%,"32,259","$295,742.86","$2,119,227,242"
STU,Steel & Tube Holdings Limited,$1.290,$0.020 / 1.57%,"37,140","$47,908.79","$215,239,938"
TAH,Third Age Health Services Limited,$1.650,$0.000 / 0.00%,"66","$107.68","$16,506,846"
SPK,Spark New Zealand Limited,$5.210,-$0.090 / -1.70%,"1,787,785","$9,366,131.67","$9,759,184,518"
TNZ,Smartshares NZ Top 10 ETF,$1.909,-$0.006 / -0.31%,"3,007","$5,735.69","$139,608,173"
MNW,Manawa Energy Limited,$5.050,$0.070 / 1.41%,"29,923","$149,747.90","$1,580,513,650"
TRU,TruScreen Group Limited,$0.039,$0.003 / 8.33%,"219,495","$7,777.55","$14,151,784"
VTL,Vital Limited,$0.300,$0.005 / 1.69%,"402","$120.60","$12,464,495"
TGG,T&G Global Limited,$2.360,$0.000 / 0.00%,"565","$1,326.01","$289,201,961"
TWF,Smartshares Total World ETF,$2.771,-$0.006 / -0.22%,"94,294","$261,166.94","$257,021,910"
TWH,Smartshares Total World (NZD Hedged) ETF,$2.882,$0.060 / 2.13%,"49,050","$141,283.64","$56,991,230"
TWL,Trade Window Holdings Limited,$0.510,-$0.010 / -1.92%,"88,797","$44,866.59","$51,410,397"
TWR,Tower Limited,$0.720,-$0.015 / -2.04%,"176,672","$129,463.19","$273,228,471"
USA,Smartshares US Equities ESG ETF,$2.794,-$0.001 / -0.04%,"5,305","$14,762.28","$46,008,144"
USF,Smartshares US 500 ETF,$11.088,$0.078 / 0.71%,"72,713","$804,582.07","$465,274,589"
USG,Smartshares US Large Growth ETF,$6.549,$0.099 / 1.53%,"17,493","$114,094.64","$180,974,188"
USM,Smartshares US Mid Cap ETF,$6.476,$0.067 / 1.05%,"6,598","$42,693.49","$87,897,097"
USS,Smartshares US Small Cap ETF,$5.827,$0.100 / 1.75%,"8,708","$50,669.45","$76,704,944"
USV,Smartshares US Large Value ETF,$4.467,$0.025 / 0.56%,"7,084","$31,817.93","$86,584,647"
VCT,Vector Limited (NS),$4.270,$0.100 / 2.40%,"321,756","$1,369,976.98","$4,270,000,000"
VGL,Vista Group International Limited,$1.470,-$0.090 / -5.77%,"69,014","$102,274.16","$342,792,377"
AFC,AFC Group Holdings Limited,$0.001,$0.000 / 0.00%,"0","$0.00","$3,664,216"
TRA,Turners Automotive Group Limited,$3.250,$0.020 / 0.62%,"7,480","$24,401.37","$281,775,803"
AOF,AoFrio Limited,$0.107,$0.000 / 0.00%,"18,610","$1,992.07","$46,208,272"
WHS,The Warehouse Group Limited,$2.630,-$0.010 / -0.38%,"70,257","$187,294.21","$912,197,406"
WIN,Winton Land Limited (NS),$1.600,-$0.030 / -1.84%,"174,482","$279,172.61","$474,581,978"
